3,0,0.684119836695,322,158,210,484
3,1,0.799213496638,382,98,137,557
3,2,0.746766930836,369,111,191,503
3,3,0.796868996158,359,121,107,587
3,4,0.839811479347,394,86,98,596
5,0,0.691756914753,192,89,125,292
5,1,0.807871851985,202,79,43,374
5,2,0.754226512029,217,64,110,307
5,3,0.841022555621,224,57,48,369
5,4,0.844427660718,234,47,60,357
7,0,0.692951855323,133,61,89,208
7,1,0.809156860703,150,44,46,251
7,2,0.754495123052,151,43,80,217
7,3,0.845300079836,149,45,23,274
7,4,0.82304141067,158,36,50,247
9,0,0.680362555899,97,46,74,159
9,1,0.806086617245,117,26,48,185
9,2,0.749977490321,112,31,66,167
9,3,0.825084786458,112,31,31,202
9,4,0.830562141721,124,19,48,185
11,0,0.674828488897,77,39,60,131
11,1,0.805244628994,86,30,25,166
11,2,0.740408918577,91,25,58,133
11,3,0.816483119697,88,28,24,167
11,4,0.79554071132,88,28,32,159
