3,0,0.68638043302,191,90,128,289
3,1,0.820020140471,225,56,67,350
3,2,0.756586190123,219,62,111,306
3,3,0.842183192947,226,55,50,367
3,4,0.831933741263,229,52,63,354
5,0,0.685258199135,187,94,123,294
5,1,0.812864299308,223,58,70,347
5,2,0.750010667622,218,63,115,302
5,3,0.821837903343,224,57,64,353
5,4,0.833674697253,232,49,66,351
7,0,0.687617877228,189,92,124,293
7,1,0.802960478592,208,73,56,361
7,2,0.75120970839,218,63,114,303
7,3,0.842801915052,225,56,48,369
7,4,0.837890541659,231,50,61,356
9,0,0.689977555322,191,90,125,292
9,1,0.788145284484,199,82,55,362
9,2,0.750590986286,219,62,116,301
9,3,0.851698712205,230,51,48,369
9,4,0.840327026635,229,52,56,361
11,0,0.688778514555,191,90,126,291
11,1,0.803540797255,209,72,57,360
11,2,0.750049071063,216,65,112,305
11,3,0.85413519718,228,53,43,374
11,4,0.833055975149,233,48,68,349
