3,0,0.699920823436,271,195,184,442
3,0,0.750759878419,159,183,145,494
3,0,0.838845883181,267,172,57,596
3,0,0.785822021116,171,76,208,521
3,0,0.687160940325,522,213,133,380
3,0,0.815269256987,227,70,201,598
3,0,0.810065907729,386,179,138,676
3,0,0.745762711864,254,118,167,418
3,0,0.756617172369,344,174,203,586
3,0,0.728648648649,417,77,174,337
3,1,0.785831960461,317,72,188,477
3,1,0.814393939394,329,130,164,645
3,1,0.8,537,67,166,466
3,1,0.788655077768,287,89,142,431
3,1,0.849527085125,269,56,119,494
3,1,0.804664723032,239,128,73,414
3,1,0.849199663016,289,44,135,504
3,1,0.853591160221,325,152,60,618
3,1,0.744329896907,411,76,172,361
3,1,0.762243989314,421,103,164,428
3,2,0.63282937365,460,54,286,293
3,2,0.771767810026,361,125,221,585
3,2,0.677994902294,368,87,292,399
3,2,0.707264957265,414,100,174,331
3,2,0.660792951542,291,75,233,300
3,2,0.835073068894,299,84,153,600
3,2,0.634799235182,649,81,301,332
3,2,0.698689956332,292,80,265,400
3,2,0.757396449704,269,105,182,448
3,2,0.707182320442,348,59,259,384
3,3,0.864130434783,455,85,115,636
3,3,0.774885145482,534,78,216,506
3,3,0.789946140036,575,81,153,440
3,3,0.894356005789,340,77,69,618
3,3,0.864756828781,337,125,78,649
3,3,0.761530912659,717,72,171,388
3,3,0.757489300999,352,88,252,531
3,3,0.877400295421,330,50,116,594
3,3,0.826484018265,478,36,116,362
3,3,0.798887859129,423,79,138,431
3,4,0.798122065728,343,79,93,340
3,4,0.832884097035,280,90,158,618
3,4,0.811656005686,408,125,140,571
3,4,0.842662632375,348,77,131,557
3,4,0.742857142857,495,54,189,351
3,4,0.776061776062,226,41,191,402
3,4,0.832792207792,302,89,117,513
3,4,0.75748502994,363,72,90,253
3,4,0.685792349727,595,32,198,251
3,4,0.770554493308,378,98,142,403
5,0,0.671575846834,150,83,140,228
5,0,0.605459057072,174,92,67,122
5,0,0.765243902439,115,75,79,251
5,0,0.727559055118,154,53,120,231
5,0,0.84355179704,153,103,45,399
5,0,0.749658002736,168,59,124,274
5,0,0.828451882845,78,115,49,396
5,0,0.747706422018,151,104,116,326
5,0,0.730769230769,184,111,29,190
5,0,0.690702087287,193,70,93,182
5,1,0.832674571805,172,67,60,316
5,1,0.726984126984,257,44,128,229
5,1,0.838782412627,102,52,91,372
5,1,0.772543741588,168,35,134,287
5,1,0.815068493151,241,51,57,238
5,1,0.778181818182,284,54,68,214
5,1,0.814323607427,194,63,77,307
5,1,0.822222222222,231,77,51,296
5,1,0.812807881773,158,67,85,330
5,1,0.812615955473,211,30,71,219
5,2,0.587677725118,281,32,142,124
5,2,0.754414125201,142,45,108,235
5,2,0.666666666667,153,79,123,202
5,2,0.62091503268,290,54,178,190
5,2,0.663755458515,252,89,142,228
5,2,0.720327421555,215,61,144,264
5,2,0.767295597484,209,120,139,427
5,2,0.723183391003,170,79,81,209
5,2,0.755102040816,244,44,100,222
5,2,0.803519061584,197,54,80,274
5,3,0.832417582418,221,31,91,303
5,3,0.79472693032,263,29,80,211
5,3,0.900793650794,270,46,54,454
5,3,0.830508474576,211,37,103,343
5,3,0.811797752809,225,47,87,289
5,3,0.803680981595,271,27,37,131
5,3,0.880420499343,219,30,61,335
5,3,0.796657381616,211,41,32,143
5,3,0.869828456105,242,48,81,431
5,3,0.777662874871,214,52,163,376
5,4,0.705202312139,257,21,81,122
5,4,0.81308411215,253,54,66,261
5,4,0.770919067215,195,49,118,281
5,4,0.760907504363,296,44,93,218
5,4,0.754838709677,184,128,24,234
5,4,0.781081081081,174,33,129,289
5,4,0.758883248731,378,77,113,299
5,4,0.75040257649,266,24,131,233
5,4,0.836697247706,193,26,63,228
5,4,0.802547770701,258,86,69,315
7,0,0.729281767956,178,93,54,198
7,0,0.807248764415,88,89,28,245
7,0,0.791608391608,125,89,60,283
7,0,0.661691542289,164,35,101,133
7,0,0.700507614213,175,58,119,207
7,0,0.819512195122,104,54,57,252
7,0,0.748366013072,82,93,61,229
7,0,0.859375,107,49,41,275
7,0,0.802580645161,141,78,75,311
7,0,0.792144026187,75,50,77,242
7,1,0.783783783784,203,18,46,116
7,1,0.82853223594,102,88,37,302
7,1,0.757973733583,171,55,74,202
7,1,0.788830715532,197,59,62,226
7,1,0.757085020243,118,32,88,187
7,1,0.831946755408,135,53,48,250
7,1,0.766666666667,149,65,75,230
7,1,0.774410774411,171,45,89,230
7,1,0.81036834925,141,61,78,297
7,1,0.727272727273,124,55,29,112
7,2,0.886198547215,125,20,27,183
7,2,0.561643835616,252,59,69,82
7,2,0.633720930233,175,25,101,109
7,2,0.789391575663,104,28,107,253
7,2,0.79177377892,199,50,112,308
7,2,0.668202764977,216,52,92,145
7,2,0.676789587852,163,55,94,156
7,2,0.738532110092,178,48,66,161
7,2,0.771929824561,145,46,71,198
7,2,0.8,144,48,37,170
7,3,0.825503355705,145,41,63,246
7,3,0.742358078603,231,27,32,85
7,3,0.825581395349,152,68,22,213
7,3,0.816955684008,184,28,67,212
7,3,0.806236080178,173,36,51,181
7,3,0.743215031315,146,14,109,178
7,3,0.813559322034,199,38,50,192
7,3,0.892215568862,206,25,11,149
7,3,0.814516129032,154,28,64,202
7,3,0.822222222222,150,35,45,185
7,4,0.814184397163,132,45,86,287
7,4,0.8125,162,14,58,156
7,4,0.810916179337,146,48,49,208
7,4,0.745562130178,185,28,58,126
7,4,0.89667896679,132,30,26,243
7,4,0.598290598291,226,23,71,70
7,4,0.867256637168,130,40,50,294
7,4,0.888198757764,87,18,54,286
7,4,0.876363636364,196,35,33,241
7,4,0.635051546392,206,33,144,154
9,0,0.688946015424,91,36,85,134
9,0,0.777011494253,83,45,52,169
9,0,0.769230769231,52,67,32,165
9,0,0.681818181818,129,53,59,120
9,0,0.705128205128,65,59,79,165
9,0,0.775423728814,93,67,39,183
9,0,0.653521126761,108,54,69,116
9,0,0.752475247525,110,79,46,190
9,0,0.723404255319,80,71,33,136
9,0,0.71676300578,160,78,69,186
9,1,0.690026954178,183,46,69,128
9,1,0.786610878661,72,21,81,188
9,1,0.808791208791,89,73,14,184
9,1,0.774049217002,140,54,47,173
9,1,0.853470437018,117,35,22,166
9,1,0.908188585608,58,13,24,183
9,1,0.680115273775,168,28,83,118
9,1,0.754966887417,128,54,57,171
9,1,0.777142857143,103,44,34,136
9,1,0.780058651026,84,28,47,133
9,2,0.748768472906,158,38,64,152
9,2,0.853470437018,102,29,28,166
9,2,0.754639175258,101,32,87,183
9,2,0.732954545455,88,18,76,129
9,2,0.811529933481,118,21,64,183
9,2,0.640350877193,146,3,79,73
9,2,0.716894977169,214,42,82,157
9,2,0.804395604396,54,37,52,183
9,2,0.734545454545,139,13,60,101
9,2,0.722955145119,120,29,76,137
9,3,0.861788617886,115,16,35,159
9,3,0.857938718663,198,16,35,154
9,3,0.913319238901,135,18,23,216
9,3,0.87323943662,97,22,32,186
9,3,0.871134020619,56,23,27,169
9,3,0.725333333333,117,16,87,136
9,3,0.898071625344,101,22,15,163
9,3,0.851581508516,108,15,46,175
9,3,0.75,144,32,62,141
9,3,0.842767295597,90,27,23,134
9,4,0.760869565217,136,28,38,105
9,4,0.848484848485,147,41,44,238
9,4,0.861618798956,119,18,35,165
9,4,0.802431610942,136,15,50,132
9,4,0.786610878661,117,27,75,188
9,4,0.822179732314,137,31,62,215
9,4,0.806629834254,125,27,43,146
9,4,0.809523809524,124,19,53,153
9,4,0.812182741117,139,3,34,80
9,4,0.805054151625,62,39,69,223
11,0,0.866279069767,71,24,22,149
11,0,0.655844155844,70,57,49,101
11,0,0.820861678005,48,39,40,181
11,0,0.722090261283,75,58,59,152
11,0,0.645454545455,84,23,55,71
11,0,0.789215686275,86,49,37,161
11,0,0.776412776413,136,52,39,158
11,0,0.611683848797,87,56,57,89
11,0,0.752997601918,85,61,42,157
11,0,0.767386091127,42,30,67,160
11,1,0.743529411765,79,46,63,158
11,1,0.709677419355,60,16,56,88
11,1,0.758865248227,69,25,43,107
11,1,0.734693877551,108,32,59,126
11,1,0.723860589812,77,24,79,135
11,1,0.791277258567,64,17,50,127
11,1,0.541666666667,116,18,48,39
11,1,0.729032258065,73,51,33,113
11,1,0.745874587459,125,18,59,113
11,1,0.722408026756,95,47,36,108
11,2,0.768786127168,62,11,69,133
11,2,0.832151300236,69,19,52,176
11,2,0.678466076696,87,21,88,115
11,2,0.626582278481,104,32,86,99
11,2,0.6375,113,5,53,51
11,2,0.830508474576,63,28,32,147
11,2,0.584615384615,76,27,108,95
11,2,0.536796536797,94,19,88,62
11,2,0.692041522491,40,15,74,100
11,2,0.729824561404,68,23,54,104
11,3,0.841791044776,100,21,32,141
11,3,0.848137535817,93,27,26,148
11,3,0.88,113,21,24,165
11,3,0.910569105691,89,9,24,168
11,3,0.876132930514,69,19,22,145
11,3,0.867167919799,73,21,32,173
11,3,0.791411042945,101,34,34,129
11,3,0.851963746224,76,26,23,141
11,3,0.850267379679,91,27,29,159
11,3,0.815286624204,135,24,34,128
11,4,0.773333333333,51,11,57,116
11,4,0.86327077748,93,21,30,161
11,4,0.726114649682,103,23,63,114
11,4,0.729559748428,95,14,72,116
11,4,0.861878453039,136,7,18,78
11,4,0.772585669782,108,19,54,124
11,4,0.881481481481,90,6,26,119
11,4,0.653465346535,103,11,94,99
11,4,0.8,102,21,27,96
11,4,0.869565217391,123,16,8,80
